ndof h rel-L2-err-B rel-H1sem-err-B
3.410000000000000000e+03 1.712469363126854424e-02 1.318275850414117656e+00 2.013114038041660336e+00
1.272200000000000000e+04 8.865889300168856846e-03 6.161894091575982335e-01 1.543273647723753861e+00
4.884200000000000000e+04 4.524840555912091125e-03 1.966171762474584472e-01 5.483920637842211177e-01
1.909940000000000000e+05 2.288179750059707480e-03 8.730524701682748287e-03 8.675223921625177526e-02
7.552430000000000000e+05 1.150685513651516102e-03 5.361617098191296402e-04 1.186639096308702776e-02
