ndof h rel-L2-err-B
4.320000000000000000e+02 4.811252243246881555e-02 1.601402668663900020e+00
1.522000000000000000e+03 2.563260079255080121e-02 1.114276508754997064e+00
5.646000000000000000e+03 1.330851391722932993e-02 3.012378766184210521e-01
2.165800000000000000e+04 6.795021345064200351e-03 8.493427149641097351e-02
8.478700000000000000e+04 3.434277349405535223e-03 2.615521598284232044e-02
3.354500000000000000e+05 1.726577598662541605e-03 7.826087430452211002e-03
1.334456000000000000e+06 8.656610371708234851e-04 2.365838892153885372e-03
