ndof h rel-L2-err-B
3.410000000000000000e+03 1.712469363126854424e-02 5.781983856534570476e-01
1.272200000000000000e+04 8.865889300168856846e-03 1.513908479066724266e-01
4.884200000000000000e+04 4.524840555912091125e-03 1.234266758462820683e-02
1.909940000000000000e+05 2.288179750059707480e-03 1.492518628303086178e-03
7.552430000000000000e+05 1.150685513651516102e-03 2.014163362918986225e-04
