ndof h rel-L2-err-B
4.472000000000000000e+03 6.069683817716739482e-02 3.502271488374398278e-01
3.182600000000000000e+04 3.155532425103943495e-02 4.248556420269301859e-02
2.342810000000000000e+05 1.622137422901067869e-02 1.126187828344948688e-03
