ndof h rel-L2-err-B
3.410000000000000000e+03 1.712469363126854424e-02 5.827260111842930135e-01
1.272200000000000000e+04 8.865889300168856846e-03 1.527935415073949366e-01
4.884200000000000000e+04 4.524840555912091125e-03 1.234894019934357906e-02
1.909940000000000000e+05 2.288179750059707480e-03 1.632597975384665135e-03
7.552430000000000000e+05 1.150685513651516102e-03 1.739336806454260377e-04
