ndof h rel-L2-err-B
1.568000000000000000e+03 2.525381361380526699e-02 1.218871144125275308e+00
5.762000000000000000e+03 1.317386998566355029e-02 2.649262384278027183e-01
2.192600000000000000e+04 6.753366125657806439e-03 5.113050743764923495e-02
8.532200000000000000e+04 3.423493333310398054e-03 1.099760211911494402e-02
3.365340000000000000e+05 1.723794641076446116e-03 1.751303682484317602e-03
1.336586000000000000e+06 8.649709980735154980e-04 4.048623687453503086e-04
