ndof h rel-L2-err-B rel-H1sem-err-B
1.568000000000000000e+03 2.525381361380526699e-02 3.707760213886909906e+00 2.442850931765413236e+00
5.762000000000000000e+03 1.317386998566355029e-02 6.550335137553081610e-01 7.519998153300275767e-01
2.192600000000000000e+04 6.753366125657806439e-03 1.370367752230019498e-01 2.783169785573946786e-01
8.532200000000000000e+04 3.423493333310398054e-03 1.303859059246839647e-02 9.312194740685805772e-02
3.365340000000000000e+05 1.723794641076446116e-03 2.547231816321091080e-03 2.410464250384110330e-02
1.336586000000000000e+06 8.649709980735154980e-04 7.757594277591045020e-04 6.169506128362286027e-03
