ndof h rel-L2-err-B rel-H1sem-err-B
4.320000000000000000e+02 4.811252243246881555e-02 1.400985342115197874e+00 2.074921953878801517e+00
1.522000000000000000e+03 2.563260079255080121e-02 8.182920707399473637e-01 1.492786779587318646e+00
5.646000000000000000e+03 1.330851391722932993e-02 6.122864219090434768e-01 1.321160448224502959e+00
2.165800000000000000e+04 6.795021345064200351e-03 1.217788841048597082e-01 6.639266830206602688e-01
8.478700000000000000e+04 3.434277349405535223e-03 3.758067663039312001e-02 3.527994260588606101e-01
3.354500000000000000e+05 1.726577598662541605e-03 1.237936463345284260e-02 1.859317658487970315e-01
1.334456000000000000e+06 8.656610371708234851e-04 3.239036717604156911e-03 9.476051225763976182e-02
