ndof h rel-L2-err-B
4.320000000000000000e+02 4.811252243246881555e-02 1.609432741686887214e+00
1.522000000000000000e+03 2.563260079255080121e-02 1.113565023130592468e+00
5.646000000000000000e+03 1.330851391722932993e-02 3.004289243238943974e-01
2.165800000000000000e+04 6.795021345064201218e-03 8.430484497005868993e-02
8.478700000000000000e+04 3.434277349405535223e-03 2.554080955550016782e-02
3.354500000000000000e+05 1.726577598662541822e-03 7.430343184907402601e-03
1.334456000000000000e+06 8.656610371708234851e-04 2.216915491129403063e-03
