ndof h rel-L2-err-B
1.568000000000000000e+03 2.525381361380526699e-02 1.263396206581498316e+00
5.762000000000000000e+03 1.317386998566355029e-02 3.676674620022267193e-01
2.192600000000000000e+04 6.753366125657806439e-03 4.691017733035626747e-01
8.532200000000000000e+04 3.423493333310398054e-03 6.049091248374668384e-01
3.365340000000000000e+05 1.723794641076446116e-03 6.793891431435690187e-01
1.336586000000000000e+06 8.649709980735154980e-04 7.268578725959468079e-01
