ndof h rel-L2-err-B
1.568000000000000000e+03 2.525381361380526699e-02 1.233566446727704102e+00
5.762000000000000000e+03 1.317386998566355029e-02 2.665369516681998507e-01
2.192600000000000000e+04 6.753366125657806439e-03 1.457602248011502788e-01
8.532200000000000000e+04 3.423493333310398054e-03 1.927152529918319812e-01
3.365340000000000000e+05 1.723794641076446116e-03 2.236239538306509234e-01
1.336586000000000000e+06 8.649709980735154980e-04 2.415550337319176122e-01
