ndof h rel-L2-err-B rel-H1sem-err-B
1.568000000000000000e+03 2.525381361380526699e-02 9.743549009924832305e-01 1.633936743288550097e+00
5.762000000000000000e+03 1.317386998566355029e-02 4.002766361401227657e-01 9.039103403777252188e-01
2.192600000000000000e+04 6.753366125657806439e-03 6.965667328861184504e-02 2.749809530954681613e-01
8.532200000000000000e+04 3.423493333310398054e-03 1.086720740185938457e-02 9.453394239686303824e-02
3.365340000000000000e+05 1.723794641076446116e-03 9.596365546570151265e-04 2.312272088307312790e-02
1.336586000000000000e+06 8.649709980735154980e-04 1.171854682405089039e-04 5.784509438630741282e-03
