ndof h rel-L2-err-B
1.568000000000000000e+03 2.525381361380527045e-02 1.227620439323662938e+00
5.762000000000000000e+03 1.317386998566355029e-02 2.628448624893462982e-01
2.192600000000000000e+04 6.753366125657807306e-03 5.218438519287241228e-02
8.532200000000000000e+04 3.423493333310398054e-03 1.743385615222024440e-02
3.365340000000000000e+05 1.723794641076446116e-03 9.684514128308849626e-03
1.336586000000000000e+06 8.649709980735154980e-04 5.409108604192499128e-03
