ndof h rel-L2-err-B
1.568000000000000000e+03 2.525381361380526699e-02 1.218835266897617009e+00
5.762000000000000000e+03 1.317386998566355029e-02 2.647055199219695010e-01
2.192600000000000000e+04 6.753366125657806439e-03 5.080520051774851942e-02
8.532200000000000000e+04 3.423493333310398054e-03 1.087426973327318067e-02
3.365340000000000000e+05 1.723794641076446116e-03 1.707622894065453619e-03
1.336586000000000000e+06 8.649709980735154980e-04 3.987773507444832151e-04
